Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Lively,,,,,FGPKWL0003F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905049,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Worthy,,,,,FGPKWL0004F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905056,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Humble,,,,,FGPKWL0005F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905063,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Fun,,,,,FGPKWL0006F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905070,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Wise,,,,,FGPKWL0007F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905087,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Bold,,,,,FGPKWL0008F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905094,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Gifted,,,,,FGPKWL0009F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905100,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Strong,,,,,FGPKWL0010F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122905117,,,,,,,,g,,,,,active
kind-words-matte-lipstick,,"<p><meta charset=""utf-8""><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">A buttery, pigment-rich, soft matte lipstick that hugs lips in pure comfort all day. Available in the same 11 made-to-match shades as Kind Words Matte Lip Liner<span style=""color: black; mso-themecolor: text1;""> —including NEW shade Devoted. </span></span><br></p>",Rare Beauty,,Lipstick,"Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Devoted,,,,,FGPKWL0012F1,0,,0,deny,manual,20.00,,TRUE,TRUE,840122906343,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,Kind Words Matte Lip Liner,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Sweet,,,,,FGPKWL016LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122909955,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-talented-open.jpg?v=1762280695,1,,,,,,g,,,,,active
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-talented-1440x1952.jpg?v=1718158010,2,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-creative-open.jpg?v=1655865447,3,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-creative-1440x1952.jpg?v=1718158010,4,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-lively-open.jpg?v=1655865459,5,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-lively-1440x1952.jpg?v=1718158010,6,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-worthy-open.jpg?v=1655865505,7,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-worthy-1440x1952.jpg?v=1718158010,8,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-humble-open.jpg?v=1655865516,9,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-humble-1440x1952.jpg?v=1718158010,10,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-fun-open.jpg?v=1655865530,11,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-fun-1440x1952.jpg?v=1718158010,12,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-wise-open.jpg?v=1655865571,13,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-wise-1440x1952.jpg?v=1718158010,14,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-bold-open.jpg?v=1655865577,15,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-bold-1440x1952.jpg?v=1718158010,16,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-gifted-open.jpg?v=1655865582,17,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-gifted-1440x1952.jpg?v=1718158010,18,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-strong-open.jpg?v=1655865595,19,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/macro-lip-strong-1440x1952.jpg?v=1718158010,20,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KW-MATTE-LIP-LINER-DEVOTED.jpg?v=1718157788,21,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/MACRO-LIPS-KW-MATTE-LIP-LINER-LIPSTICK-DEVOTED_50abb831-ea30-4858-a05a-a46a9df2fa5b.jpg?v=1718157789,22,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-talented.png?v=1718158010,23,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-creative.png?v=1718158010,24,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-lively.png?v=1718158010,25,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-worthy.png?v=1718158010,26,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-humble.png?v=1718158010,27,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-fun.png?v=1718158010,28,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-wise.png?v=1718158010,29,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-bold.png?v=1718158010,30,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-gifted.png?v=1718158010,31,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCH-KW-MATTE-LIP-LINER-DEVOTED.png?v=1718157788,32,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-strong.png?v=1718158010,33,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-creative-1440x1952.jpg?v=1718158010,34,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-humble-02-1440x1952.jpg?v=1718158010,35,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-fun-02-1440x1952.jpg?v=1718158010,36,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-gifted-01-1440x1952.jpg?v=1718158010,37,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-gifted-02-1440x1952.jpg?v=1718158010,38,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-strong-01-1440x1952.jpg?v=1718158010,39,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-wise-02-1440x1952.jpg?v=1718226315,40,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ON-FIGURE-KW-MATTE-LIP-LINER-LIPSTICK-DEVOTED-04_d0efc65b-dee4-4b7d-baf5-31708049c1bb.jpg?v=1718157789,41,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ON-FIGURE-KW-MATTE-LIP-LINER-LIPSTICK-DEVOTED-05_7929d9b1-aecd-4888-9887-398f13e7687f.jpg?v=1718157789,42,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ON-FIGURE-KW-MATTE-LIP-LINER-LIPSTICK-DEVOTED-01_56e7d405-c1dd-4810-ba46-2ac231fe260d.jpg?v=1718157789,43,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/CAMPAIGN-SELENA-KW-MATTE-LIP-LINER-LIPSTICK-DEVOTED-01_6c9418f8-e7bd-4bd1-a6fc-33037895fd5e.jpg?v=1718157789,44,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ON-FIGURE-KW-MATTE-LIP-LINER-LIPSTICK-DEVOTED-02_0b63181e-0262-4eef-9742-00a9d1c595f6.jpg?v=1718157790,45,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ON-FIGURE-KW-MATTE-LIP-LINER-LIPSTICK-DEVOTED-03_55b3cb03-eee1-4bc1-85d3-e9c6e691f454.jpg?v=1718157790,46,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KW-MATTE-LIP-LINER-SWEET.jpg?v=1783229298,47,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-SWEET-2.jpg?v=1783229299,48,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-SWEET-1.jpg?v=1783229299,49,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SHADE-GRID-KW-MATTE-LIP-LINER-SWEET.jpg?v=1783229299,50,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCH-KW-MATTE-LIP-LINER-SWEET-SCRIBBLE.png?v=1783229297,51,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KIND-WORDS-MATTE-LIP-LINER-CLOSED-SWEET.jpg?v=1783229298,52,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KW-MATTE-LIP-LINER-LOVELY.jpg?v=1783229498,53,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-LOVELY-1.jpg?v=1783229499,54,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-LOVELY-2.jpg?v=1783229499,55,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-LOVELY-3.jpg?v=1783229499,56,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SHADE-GRID-KW-MATTE-LIP-LINER-LOVELY.jpg?v=1783229499,57,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCH-KW-MATTE-LIP-LINER-LOVELY-SCRIBBLE.png?v=1783229494,58,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KIND-WORDS-MATTE-LIP-LINER-CLOSED-LOVELY.jpg?v=1783229498,59,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KW-MATTE-LIP-LINER-INTUITIVE.jpg?v=1783229811,60,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-INTUITIVE-1.jpg?v=1783229812,61,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-INTUITIVE-2.jpg?v=1783229812,62,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SHADE-GRID-KW-MATTE-LIP-LINER-INTUITIVE.jpg?v=1783229812,63,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCH-KW-MATTE-LIP-LINER-INTUITIVE-SCRIBBLE.png?v=1783229811,64,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KIND-WORDS-MATTE-LIP-LINER-CLOSED-INTUITIVE.jpg?v=1783229811,65,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KW-MATTE-LIP-LINER-PROUD.jpg?v=1783230730,66,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-PROUD-1.jpg?v=1783230730,67,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-PROUD-2.jpg?v=1783230731,68,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-PROUD-3.jpg?v=1783230730,69,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SHADE-GRID-KW-MATTE-LIP-LINER-PROUD.jpg?v=1783230731,70,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCH-KW-MATTE-LIP-LINER-PROUD-SCRIBBLE.png?v=1783230728,71,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KIND-WORDS-MATTE-LIP-LINER-CLOSED-PROUD.jpg?v=1783230730,72,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KW-MATTE-LIP-LINER-ALLURING.jpg?v=1783230886,73,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-ALLURING-1.jpg?v=1783230887,74,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/BA-KW-MATTE-LIP-LINER-ALLURING-2.jpg?v=1783230887,75,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SHADE-GRID-KW-MATTE-LIP-LINER-ALLURING.jpg?v=1783230887,76,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KIND-WORDS-MATTE-LIP-LINER-CLOSED-ALLURING.jpg?v=1783230886,77,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCH-KW-MATTE-LIP-LINER-ALLURING-SCRIBBLE.png?v=1783230886,78,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ARM-SWATCHES-KW-MATTE-LIP-LINER-EXT.jpg?v=1783625493,79,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-talented-closed.jpg?v=1718158010,80,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-creative-closed.jpg?v=1718158010,81,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-lively-closed.jpg?v=1718158010,82,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-worthy-closed.jpg?v=1718158010,83,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-humble-closed.jpg?v=1718158010,84,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-fun-closed.jpg?v=1718158010,85,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-wise-closed.jpg?v=1718158010,86,,,,,,,,,,,
