Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-bold-closed.jpg?v=1718158010,87,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-gifted-closed.jpg?v=1718158010,88,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-matte-lip-liner-strong-closed.jpg?v=1718158010,89,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-KW-MATTE-LIP-LINER-DEVOTED-CLOSED.jpg?v=1718157789,90,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ON-FIGURE-KW-MATTE-LIP-LINER-BENEFITS.jpg?v=1783623786,91,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ON-FIGURE-KW-MATTE-LIP-LINER-PERCEPTION.jpg?v=1783623786,92,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/STYLIZED-KW-MATTE-LIP-LINER-INGREDIENTS.jpg?v=1783623786,93,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/STYLIZED-KW-MATTE-LIP-LINER-SHADE-RANGE-2.jpg?v=1783623785,94,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/STYLIZED-KW-MATTE-LIP-LINER-SP-LIP-OIL-STICK-CROSS-SELL.jpg?v=1783623785,95,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/STYLIZED-KW-MATTE-LIP-LINER-SHADE-RANGE-1.jpg?v=1783623785,96,,,,,,,,,,,
kind-words-matte-lip-liner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/kind-words-evergreen-02-1440x1952.jpg?v=1718158010,97,,,,,,,,,,,
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Lovely,,,,,FGPKWL017LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122909962,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Intuitive,,,,,FGPKWL018LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122909979,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Proud,,,,,FGPKWL019LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122909986,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Alluring,,,,,FGPKWL020LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122909993,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Talented,,,,,FGPKWL001LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905179,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Creative,,,,,FGPKWL002LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905186,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Lively,,,,,FGPKWL003LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905193,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Worthy,,,,,FGPKWL004LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905209,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Humble,,,,,FGPKWL005LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905216,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Fun,,,,,FGPKWL006LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905223,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Wise,,,,,FGPKWL007LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905230,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Bold,,,,,FGPKWL008LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905247,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Gifted,,,,,FGPKWL009LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905254,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Strong,,,,,FGPKWL010LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122905261,,,,,,,,g,,,,,active
kind-words-matte-lip-liner,,"<p><meta charset=""utf-8""><span class=""TextRun SCXW6048695 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW6048695 BCX0"">A super creamy, waterproof lip liner that<span> </span></span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW6048695 BCX0"">glides on smooth</span><span class=""NormalTextRun SCXW6048695 BCX0""><span> </span>to define, shape, and contour lips with one-swipe color that’s smudge- and transfer-proof. Now available in 16 shades.</span></span></p>",Rare Beauty,,Lip Liner,"Badge: New Shades, Finish: Matte, non-returnable, Shop Sephora",TRUE,Shade,Devoted,,,,,FGPKWL012LF1,0,,0,deny,manual,18.00,,TRUE,TRUE,840122906473,,,,,,,,g,,,,,active
always-an-optimist-4-in-1-mist-mini,Always an Optimist 4-In-1 Mist Mini,"<meta charset=""utf-8""><span data-contrast=""none"" lang=""EN-US"" class=""TextRun Highlight SCXW68139050 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW68139050 BCX0"" data-mce-fragment=""1"">An ultra-fine, glow-boosting mist in a portable mini size so you can hydrate, prime, set, and refresh skin wherever you go.</span></span>",Rare Beauty,,Setting Spray,"non-returnable, Shop Sephora",TRUE,Title,Default Title,,,,,FGPAOM0001M1,68,,0,deny,manual,17.00,,TRUE,TRUE,840122905162,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/always-an-optimist-4-in-1-mist-1440x1952-01.jpg?v=1762280697,1,,,,,,g,,,,,active
always-an-optimist-4-in-1-mist-mini,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/always-an-optimist-4-in-1-mist-1440x1952-02.jpg?v=1658266797,2,,,,,,,,,,,
positive-light-liquid-luminizer-1,Positive Light Liquid Luminizer,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0"">Good news—our fan-</span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun SpellingErrorZoomed SCXP220488905 BCX0"" lang=""EN-US""><span class=""SCXP220488905 BCX0"">fave</span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0""> liquid highlighter fam is growing, with two NEW shades: </span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun MacChromeBold SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0"">Exhilarate</span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0""> </span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0"">(champagne gold) and </span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun MacChromeBold SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0"">Reveal </span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0"">(copper).  Create an instantly dewy, buildable glow while </span></span><span data-scheme-color=""@000000,,"" data-usefontface=""true"" data-contrast=""none"" class=""TextRun SCXP220488905 BCX0"" lang=""EN-US""><span class=""NormalTextRun SCXP220488905 BCX0"">nourishing skin so it looks on the bright side all day. </span></span><br></p>",Rare Beauty,,Luminizer,"Finish: Radiant, Hazmat, non-returnable, Shop Sephora",TRUE,Shade,Enlighten,,,,,FGPPLL0001F2,0,,0,deny,manual,28.00,,TRUE,TRUE,840122900082,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-ENLIGHTEN-1440x1952.jpg?v=1762283296,1,,,,,,g,,,,,active
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-ENLIGHTEN-1440x1952.jpg?v=1739911666,2,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-ENLIGHTEN-1440x1952.png?v=1739911666,3,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-ENCHANT-1440x1952.jpg?v=1724695557,4,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-ENCHANT-1440x1952.jpg?v=1739911666,5,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-ENCHANT-1440x1952.png?v=1739911666,6,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-MESMERIZE-1440x1952.jpg?v=1724695607,7,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-MESMERIZE-1440x1952.jpg?v=1739911666,8,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-MESMERIZE-1440x1952.png?v=1739911666,9,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-OUTSHINE-1440x1952.jpg?v=1724695652,10,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-OUTSHINE-1440x1952.jpg?v=1739911666,11,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-OUTSHINE-1440x1952.png?v=1739911666,12,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-TRANSCEND-1440x1952.jpg?v=1724695697,13,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-TRANSCEND-1440x1952.jpg?v=1739911666,14,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-TRANSCEND-1440x1952.png?v=1739911666,15,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-FLAUNT-1440x1952.jpg?v=1724695747,16,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-FLAUNT-1440x1952.jpg?v=1739911666,17,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-FLAUNT-1440x1952.png?v=1739911666,18,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-CAPTIVATE-1440x1952.jpg?v=1724695798,19,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-CAPTIVATE-1440x1952.jpg?v=1739911666,20,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-CAPTIVATE-1440x1952.png?v=1739911666,21,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-REFLECT-1440x1952.jpg?v=1724695808,22,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-REFLECT-1440x1952.jpg?v=1739911666,23,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-REFLECT-1440x1952.png?v=1739911666,24,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-EXHILARATE-1440x1952.jpg?v=1739911666,25,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-EXHILARATE-1440x1952.jpg?v=1739911666,26,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-EXHILARATE-1440x1952.png?v=1739911666,27,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/ECOMM-PL-LIQUID-LUMINIZER-REVEAL-1440x1952.jpg?v=1739911666,28,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/US-SHADE-GRIDS-PL-LIQUID-LUMINIZER-REVEAL-1440x1952.jpg?v=1739911666,29,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SWATCHES-PL-LIQUID-LUMINIZER-REVEAL-1440x1952.png?v=1739911666,30,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/SU25-ARM-SWATCHES-PL-LIQUID-LUMINIZER-1440x1952.jpg?v=1768350496,31,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/LUMINIZER_DOE_FOOT_SKU_906e9b87-0177-4c20-ad26-f0cc9b82d0dc.jpg?v=1740070764,32,,,,,,,,,,,
positive-light-liquid-luminizer-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/PL-LIQUID-LUMINIZER-STYLIZED-V02.jpg?v=1740070764,33,,,,,,,,,,,
